"scaff" "geneID" "CHROM"
"1" "ScA8VGg_100;HRSCAF=169" "LOC110178064" "NA"
"387" "ScA8VGg_305;HRSCAF=489" "LOC110180477" "NA"
"388" "ScA8VGg_310;HRSCAF=498" "LOC110180485" "NA"
"389" "ScA8VGg_317;HRSCAF=508" "LOC110180493" "NA"
"390" "ScA8VGg_319;HRSCAF=512" "LOC110180495" "NA"
"391" "ScA8VGg_319;HRSCAF=512" "LOC110180497" "NA"
"392" "ScA8VGg_31;HRSCAF=47" "LOC110187791" "NA"
"393" "ScA8VGg_31;HRSCAF=47" "LOC110187819" "NA"
"394" "ScA8VGg_31;HRSCAF=47" "LOC110187811" "NA"
"395" "ScA8VGg_329;HRSCAF=526" "LOC110180555" "NA"
"396" "ScA8VGg_33;HRSCAF=49" "LOC110187781" "NA"
"397" "ScA8VGg_34;HRSCAF=50" "LOC110187899" "NA"
"398" "ScA8VGg_34;HRSCAF=50" "LOC110187889" "NA"
"399" "ScA8VGg_366;HRSCAF=575" "LOC110180622" "NA"
"400" "ScA8VGg_37;HRSCAF=53" "LOC110187907" "NA"
"401" "ScA8VGg_37;HRSCAF=53" "LOC110187933" "NA"
"402" "ScA8VGg_437;HRSCAF=652" "LOC110180658" "NA"
"403" "ScA8VGg_441;HRSCAF=657" "LOC110180675" "NA"
"404" "ScA8VGg_441;HRSCAF=657" "LOC110180663" "NA"
"405" "ScA8VGg_441;HRSCAF=657" "LOC110180660" "NA"
"406" "ScA8VGg_441;HRSCAF=657" "LOC110180662" "NA"
"407" "ScA8VGg_441;HRSCAF=657" "LOC110180664" "NA"
"408" "ScA8VGg_441;HRSCAF=657" "LOC110180666" "NA"
"409" "ScA8VGg_441;HRSCAF=657" "LOC110180673" "NA"
"410" "ScA8VGg_441;HRSCAF=657" "LOC110180672" "NA"
"411" "ScA8VGg_441;HRSCAF=657" "LOC110180669" "NA"
"412" "ScA8VGg_446;HRSCAF=662" "LOC110180688" "NA"
"413" "ScA8VGg_446;HRSCAF=662" "LOC110180683" "NA"
"414" "ScA8VGg_446;HRSCAF=662" "LOC110180681" "NA"
"415" "ScA8VGg_446;HRSCAF=662" "LOC110180685" "NA"
"416" "ScA8VGg_446;HRSCAF=662" "LOC110180676" "NA"
"417" "ScA8VGg_446;HRSCAF=662" "LOC110180682" "NA"
"418" "ScA8VGg_446;HRSCAF=662" "LOC110180680" "NA"
"419" "ScA8VGg_446;HRSCAF=662" "LOC110180684" "NA"
"420" "ScA8VGg_446;HRSCAF=662" "LOC110180677" "NA"
"421" "ScA8VGg_446;HRSCAF=662" "LOC110180686" "NA"
"422" "ScA8VGg_446;HRSCAF=662" "LOC110180687" "NA"
"423" "ScA8VGg_446;HRSCAF=662" "LOC110180689" "NA"
"424" "ScA8VGg_446;HRSCAF=662" "LOC110182414" "NA"
"425" "ScA8VGg_446;HRSCAF=662" "LOC110182413" "NA"
"426" "ScA8VGg_446;HRSCAF=662" "LOC110182420" "NA"
"427" "ScA8VGg_446;HRSCAF=662" "LOC110182417" "NA"
"428" "ScA8VGg_446;HRSCAF=662" "LOC110182419" "NA"
"429" "ScA8VGg_446;HRSCAF=662" "LOC110182418" "NA"
"430" "ScA8VGg_446;HRSCAF=662" "LOC110182421" "NA"
"431" "ScA8VGg_446;HRSCAF=662" "LOC110182416" "NA"
"432" "ScA8VGg_446;HRSCAF=662" "LOC110182412" "NA"
"433" "ScA8VGg_446;HRSCAF=662" "LOC110182411" "NA"
"434" "ScA8VGg_446;HRSCAF=662" "LOC110182423" "NA"
"435" "ScA8VGg_446;HRSCAF=662" "LOC110182425" "NA"
"436" "ScA8VGg_446;HRSCAF=662" "LOC110182424" "NA"
"437" "ScA8VGg_44;HRSCAF=68" "LOC110176369" "NA"
"438" "ScA8VGg_457;HRSCAF=674" "LOC110180699" "NA"
"439" "ScA8VGg_457;HRSCAF=674" "LOC110180697" "NA"
"440" "ScA8VGg_457;HRSCAF=674" "LOC110180705" "NA"
"441" "ScA8VGg_457;HRSCAF=674" "LOC110180709" "NA"
"442" "ScA8VGg_457;HRSCAF=674" "LOC110180696" "NA"
"443" "ScA8VGg_457;HRSCAF=674" "LOC110180706" "NA"
"444" "ScA8VGg_457;HRSCAF=674" "LOC110180702" "NA"
"445" "ScA8VGg_457;HRSCAF=674" "LOC110180708" "NA"
"446" "ScA8VGg_457;HRSCAF=674" "LOC110180695" "NA"
"447" "ScA8VGg_457;HRSCAF=674" "LOC110180704" "NA"
"448" "ScA8VGg_457;HRSCAF=674" "LOC110180700" "NA"
"449" "ScA8VGg_457;HRSCAF=674" "LOC110180707" "NA"
"450" "ScA8VGg_457;HRSCAF=674" "LOC110180693" "NA"
"451" "ScA8VGg_464;HRSCAF=684" "LOC110180750" "NA"
"452" "ScA8VGg_466;HRSCAF=687" "LOC110180752" "NA"
"453" "ScA8VGg_466;HRSCAF=687" "LOC110180753" "NA"
"454" "ScA8VGg_466;HRSCAF=687" "LOC110180754" "NA"
"455" "ScA8VGg_466;HRSCAF=687" "LOC110180756" "NA"
"456" "ScA8VGg_466;HRSCAF=687" "LOC110180757" "NA"
"457" "ScA8VGg_466;HRSCAF=687" "LOC110180758" "NA"
"458" "ScA8VGg_466;HRSCAF=687" "LOC110180759" "NA"
"459" "ScA8VGg_466;HRSCAF=687" "LOC110180760" "NA"
"460" "ScA8VGg_466;HRSCAF=687" "LOC110180761" "NA"
"461" "ScA8VGg_466;HRSCAF=687" "LOC110180762" "NA"
"462" "ScA8VGg_466;HRSCAF=687" "LOC110180763" "NA"
"463" "ScA8VGg_466;HRSCAF=687" "LOC110180764" "NA"
"464" "ScA8VGg_466;HRSCAF=687" "LOC110180766" "NA"
"465" "ScA8VGg_466;HRSCAF=687" "LOC110180767" "NA"
"466" "ScA8VGg_470;HRSCAF=692" "LOC110180775" "NA"
"467" "ScA8VGg_470;HRSCAF=692" "LOC110180777" "NA"
"468" "ScA8VGg_470;HRSCAF=692" "LOC110180778" "NA"
"469" "ScA8VGg_470;HRSCAF=692" "LOC110180779" "NA"
"470" "ScA8VGg_470;HRSCAF=692" "LOC110180780" "NA"
"471" "ScA8VGg_470;HRSCAF=692" "LOC110180781" "NA"
"472" "ScA8VGg_470;HRSCAF=692" "LOC110180782" "NA"
"473" "ScA8VGg_470;HRSCAF=692" "LOC110180783" "NA"
"474" "ScA8VGg_470;HRSCAF=692" "LOC110180784" "NA"
"475" "ScA8VGg_470;HRSCAF=692" "LOC110180785" "NA"
"476" "ScA8VGg_470;HRSCAF=692" "LOC110180788" "NA"
"477" "ScA8VGg_470;HRSCAF=692" "LOC110180789" "NA"
"478" "ScA8VGg_470;HRSCAF=692" "LOC110180790" "NA"
"479" "ScA8VGg_470;HRSCAF=692" "LOC110180791" "NA"
"480" "ScA8VGg_470;HRSCAF=692" "LOC110180792" "NA"
"481" "ScA8VGg_487;HRSCAF=710" "LOC110180794" "NA"
"482" "ScA8VGg_487;HRSCAF=710" "LOC110180795" "NA"
"483" "ScA8VGg_487;HRSCAF=710" "LOC110180796" "NA"
"484" "ScA8VGg_487;HRSCAF=710" "LOC110180798" "NA"
"485" "ScA8VGg_487;HRSCAF=710" "LOC110180799" "NA"
"486" "ScA8VGg_487;HRSCAF=710" "LOC110180800" "NA"
"487" "ScA8VGg_487;HRSCAF=710" "LOC110180801" "NA"
"488" "ScA8VGg_487;HRSCAF=710" "LOC110180802" "NA"
"489" "ScA8VGg_487;HRSCAF=710" "LOC110180803" "NA"
"490" "ScA8VGg_489;HRSCAF=712" "LOC110180806" "NA"
"491" "ScA8VGg_489;HRSCAF=712" "LOC110180807" "NA"
"492" "ScA8VGg_489;HRSCAF=712" "LOC110180809" "NA"
"493" "ScA8VGg_489;HRSCAF=712" "LOC110180810" "NA"
"494" "ScA8VGg_489;HRSCAF=712" "LOC110180811" "NA"
"495" "ScA8VGg_489;HRSCAF=712" "LOC110180812" "NA"
"496" "ScA8VGg_489;HRSCAF=712" "LOC110180813" "NA"
"497" "ScA8VGg_489;HRSCAF=712" "LOC110180814" "NA"
"498" "ScA8VGg_489;HRSCAF=712" "LOC110180815" "NA"
"499" "ScA8VGg_48;HRSCAF=75" "LOC110176383" "NA"
"500" "ScA8VGg_491;HRSCAF=714" "LOC110180822" "NA"
"501" "ScA8VGg_491;HRSCAF=714" "LOC110180816" "NA"
"502" "ScA8VGg_491;HRSCAF=714" "LOC110180817" "NA"
"503" "ScA8VGg_491;HRSCAF=714" "LOC110180819" "NA"
"504" "ScA8VGg_491;HRSCAF=714" "LOC110180820" "NA"
"505" "ScA8VGg_491;HRSCAF=714" "LOC110180821" "NA"
"506" "ScA8VGg_492;HRSCAF=715" "LOC110180823" "NA"
"507" "ScA8VGg_492;HRSCAF=715" "LOC110180824" "NA"
"508" "ScA8VGg_492;HRSCAF=715" "LOC110180825" "NA"
"509" "ScA8VGg_492;HRSCAF=715" "LOC110180826" "NA"
"510" "ScA8VGg_492;HRSCAF=715" "LOC110180827" "NA"
"511" "ScA8VGg_492;HRSCAF=715" "LOC110180828" "NA"
"512" "ScA8VGg_492;HRSCAF=715" "LOC110180830" "NA"
"513" "ScA8VGg_492;HRSCAF=715" "LOC110180831" "NA"
"514" "ScA8VGg_492;HRSCAF=715" "LOC110180832" "NA"
"515" "ScA8VGg_492;HRSCAF=715" "LOC110180833" "NA"
"516" "ScA8VGg_492;HRSCAF=715" "LOC110180834" "NA"
"517" "ScA8VGg_492;HRSCAF=715" "LOC110180835" "NA"
"518" "ScA8VGg_492;HRSCAF=715" "LOC110180836" "NA"
"519" "ScA8VGg_492;HRSCAF=715" "LOC110180837" "NA"
"520" "ScA8VGg_492;HRSCAF=715" "LOC110180838" "NA"
"521" "ScA8VGg_493;HRSCAF=716" "LOC110180853" "NA"
"522" "ScA8VGg_493;HRSCAF=716" "LOC110180841" "NA"
"523" "ScA8VGg_493;HRSCAF=716" "LOC110180842" "NA"
"524" "ScA8VGg_493;HRSCAF=716" "LOC110180843" "NA"
"525" "ScA8VGg_493;HRSCAF=716" "LOC110180844" "NA"
"526" "ScA8VGg_493;HRSCAF=716" "LOC110180846" "NA"
"527" "ScA8VGg_493;HRSCAF=716" "LOC110180847" "NA"
"528" "ScA8VGg_493;HRSCAF=716" "LOC110180848" "NA"
"529" "ScA8VGg_493;HRSCAF=716" "LOC110180849" "NA"
"530" "ScA8VGg_493;HRSCAF=716" "LOC110180851" "NA"
"531" "ScA8VGg_493;HRSCAF=716" "LOC110180852" "NA"
"532" "ScA8VGg_496;HRSCAF=719" "LOC110180854" "NA"
"533" "ScA8VGg_496;HRSCAF=719" "LOC110180855" "NA"
"534" "ScA8VGg_496;HRSCAF=719" "LOC110180856" "NA"
"535" "ScA8VGg_496;HRSCAF=719" "LOC110180857" "NA"
"536" "ScA8VGg_496;HRSCAF=719" "LOC110180858" "NA"
"537" "ScA8VGg_496;HRSCAF=719" "LOC110180859" "NA"
"538" "ScA8VGg_496;HRSCAF=719" "LOC110180861" "NA"
"539" "ScA8VGg_496;HRSCAF=719" "LOC110180862" "NA"
"540" "ScA8VGg_496;HRSCAF=719" "LOC110180863" "NA"
"541" "ScA8VGg_496;HRSCAF=719" "LOC110180864" "NA"
"542" "ScA8VGg_496;HRSCAF=719" "LOC110180865" "NA"
"543" "ScA8VGg_496;HRSCAF=719" "LOC110180866" "NA"
"544" "ScA8VGg_496;HRSCAF=719" "LOC110180867" "NA"
"545" "ScA8VGg_502;HRSCAF=726" "LOC110180868" "NA"
"546" "ScA8VGg_502;HRSCAF=726" "LOC110180869" "NA"
"547" "ScA8VGg_502;HRSCAF=726" "LOC110180870" "NA"
"548" "ScA8VGg_502;HRSCAF=726" "LOC110180871" "NA"
"549" "ScA8VGg_502;HRSCAF=726" "LOC110180872" "NA"
"550" "ScA8VGg_502;HRSCAF=726" "LOC110180873" "NA"
"551" "ScA8VGg_502;HRSCAF=726" "LOC110180874" "NA"
"552" "ScA8VGg_502;HRSCAF=726" "LOC110180876" "NA"
"553" "ScA8VGg_502;HRSCAF=726" "LOC110180877" "NA"
"554" "ScA8VGg_502;HRSCAF=726" "LOC110180878" "NA"
"555" "ScA8VGg_502;HRSCAF=726" "LOC110180879" "NA"
"556" "ScA8VGg_502;HRSCAF=726" "LOC110180880" "NA"
"557" "ScA8VGg_502;HRSCAF=726" "LOC110180881" "NA"
"558" "ScA8VGg_502;HRSCAF=726" "LOC110180882" "NA"
"559" "ScA8VGg_502;HRSCAF=726" "LOC110180883" "NA"
"560" "ScA8VGg_506;HRSCAF=731" "LOC110180885" "NA"
"561" "ScA8VGg_506;HRSCAF=731" "LOC110180887" "NA"
"562" "ScA8VGg_508;HRSCAF=733" "LOC110180892" "NA"
"563" "ScA8VGg_508;HRSCAF=733" "LOC110180893" "NA"
"564" "ScA8VGg_508;HRSCAF=733" "LOC110180895" "NA"
"565" "ScA8VGg_508;HRSCAF=733" "LOC110180896" "NA"
"566" "ScA8VGg_508;HRSCAF=733" "LOC110180897" "NA"
"567" "ScA8VGg_508;HRSCAF=733" "LOC110180898" "NA"
"568" "ScA8VGg_508;HRSCAF=733" "LOC110180899" "NA"
"569" "ScA8VGg_508;HRSCAF=733" "LOC110180900" "NA"
"570" "ScA8VGg_508;HRSCAF=733" "LOC110180901" "NA"
"571" "ScA8VGg_508;HRSCAF=733" "LOC110180902" "NA"
"572" "ScA8VGg_508;HRSCAF=733" "LOC110180903" "NA"
"573" "ScA8VGg_510;HRSCAF=735" "LOC110180905" "NA"
"574" "ScA8VGg_510;HRSCAF=735" "LOC110180906" "NA"
"575" "ScA8VGg_510;HRSCAF=735" "LOC110180907" "NA"
"576" "ScA8VGg_510;HRSCAF=735" "LOC110180908" "NA"
"577" "ScA8VGg_510;HRSCAF=735" "LOC110180909" "NA"
"578" "ScA8VGg_510;HRSCAF=735" "LOC110180910" "NA"
"579" "ScA8VGg_510;HRSCAF=735" "LOC110180911" "NA"
"580" "ScA8VGg_510;HRSCAF=735" "LOC110180912" "NA"
"581" "ScA8VGg_510;HRSCAF=735" "LOC110180913" "NA"
"582" "ScA8VGg_511;HRSCAF=736" "LOC110180888" "NA"
"583" "ScA8VGg_511;HRSCAF=736" "LOC110180889" "NA"
"584" "ScA8VGg_511;HRSCAF=736" "LOC110180890" "NA"
"585" "ScA8VGg_511;HRSCAF=736" "LOC110180891" "NA"
"586" "ScA8VGg_512;HRSCAF=737" "LOC110180915" "NA"
"587" "ScA8VGg_512;HRSCAF=737" "LOC110180916" "NA"
"588" "ScA8VGg_512;HRSCAF=737" "LOC110180917" "NA"
"589" "ScA8VGg_512;HRSCAF=737" "LOC110180918" "NA"
"590" "ScA8VGg_512;HRSCAF=737" "LOC110180919" "NA"
"591" "ScA8VGg_512;HRSCAF=737" "LOC110180920" "NA"
"592" "ScA8VGg_512;HRSCAF=737" "LOC110180922" "NA"
"593" "ScA8VGg_512;HRSCAF=737" "LOC110180923" "NA"
"594" "ScA8VGg_512;HRSCAF=737" "LOC110180924" "NA"
"595" "ScA8VGg_512;HRSCAF=737" "LOC110180925" "NA"
"596" "ScA8VGg_514;HRSCAF=741" "LOC110180943" "NA"
"597" "ScA8VGg_514;HRSCAF=741" "LOC110180936" "NA"
"598" "ScA8VGg_514;HRSCAF=741" "LOC110180937" "NA"
"599" "ScA8VGg_514;HRSCAF=741" "LOC110180938" "NA"
"600" "ScA8VGg_514;HRSCAF=741" "LOC110180942" "NA"
"601" "ScA8VGg_514;HRSCAF=741" "LOC110180939" "NA"
"602" "ScA8VGg_514;HRSCAF=741" "LOC110180940" "NA"
"603" "ScA8VGg_514;HRSCAF=741" "LOC110180941" "NA"
"604" "ScA8VGg_515;HRSCAF=742" "LOC110180956" "NA"
"605" "ScA8VGg_515;HRSCAF=742" "LOC110180957" "NA"
"606" "ScA8VGg_515;HRSCAF=742" "LOC110180958" "NA"
"607" "ScA8VGg_515;HRSCAF=742" "LOC110180959" "NA"
"608" "ScA8VGg_515;HRSCAF=742" "LOC110180960" "NA"
"609" "ScA8VGg_515;HRSCAF=742" "LOC110180961" "NA"
"610" "ScA8VGg_515;HRSCAF=742" "LOC110180962" "NA"
"611" "ScA8VGg_515;HRSCAF=742" "LOC110180963" "NA"
"612" "ScA8VGg_515;HRSCAF=742" "LOC110180965" "NA"
"613" "ScA8VGg_515;HRSCAF=742" "LOC110183487" "NA"
"614" "ScA8VGg_515;HRSCAF=742" "LOC110183496" "NA"
"615" "ScA8VGg_515;HRSCAF=742" "LOC110183506" "NA"
"616" "ScA8VGg_515;HRSCAF=742" "LOC110183516" "NA"
"617" "ScA8VGg_515;HRSCAF=742" "LOC110183523" "NA"
"618" "ScA8VGg_515;HRSCAF=742" "LOC110183530" "NA"
"619" "ScA8VGg_515;HRSCAF=742" "LOC110183540" "NA"
"620" "ScA8VGg_515;HRSCAF=742" "LOC110183546" "NA"
"621" "ScA8VGg_515;HRSCAF=742" "LOC110183564" "NA"
"622" "ScA8VGg_515;HRSCAF=742" "LOC110183570" "NA"
"623" "ScA8VGg_515;HRSCAF=742" "LOC110183579" "NA"
"624" "ScA8VGg_515;HRSCAF=742" "LOC110183589" "NA"
"625" "ScA8VGg_515;HRSCAF=742" "LOC110183600" "NA"
"626" "ScA8VGg_515;HRSCAF=742" "LOC110183608" "NA"
"627" "ScA8VGg_515;HRSCAF=742" "LOC110189180" "NA"
"628" "ScA8VGg_515;HRSCAF=742" "LOC110189179" "NA"
"629" "ScA8VGg_515;HRSCAF=742" "LOC110189178" "NA"
"630" "ScA8VGg_515;HRSCAF=742" "LOC110189177" "NA"
"631" "ScA8VGg_515;HRSCAF=742" "LOC110189175" "NA"
"632" "ScA8VGg_515;HRSCAF=742" "LOC110189174" "NA"
"633" "ScA8VGg_515;HRSCAF=742" "LOC110189173" "NA"
"634" "ScA8VGg_515;HRSCAF=742" "LOC110189171" "NA"
"635" "ScA8VGg_515;HRSCAF=742" "LOC110189170" "NA"
"636" "ScA8VGg_515;HRSCAF=742" "LOC110189169" "NA"
"637" "ScA8VGg_515;HRSCAF=742" "LOC110189168" "NA"
"638" "ScA8VGg_515;HRSCAF=742" "LOC110189167" "NA"
"639" "ScA8VGg_515;HRSCAF=742" "LOC110189166" "NA"
"640" "ScA8VGg_515;HRSCAF=742" "LOC110189165" "NA"
"641" "ScA8VGg_515;HRSCAF=742" "LOC110189164" "NA"
"642" "ScA8VGg_515;HRSCAF=742" "LOC110189163" "NA"
"643" "ScA8VGg_515;HRSCAF=742" "LOC110189162" "NA"
"644" "ScA8VGg_515;HRSCAF=742" "LOC110189160" "NA"
"645" "ScA8VGg_515;HRSCAF=742" "LOC110189159" "NA"
"646" "ScA8VGg_515;HRSCAF=742" "LOC110189158" "NA"
"647" "ScA8VGg_515;HRSCAF=742" "LOC110189157" "NA"
"648" "ScA8VGg_515;HRSCAF=742" "LOC110189156" "NA"
"649" "ScA8VGg_515;HRSCAF=742" "LOC110189155" "NA"
"650" "ScA8VGg_515;HRSCAF=742" "LOC110189154" "NA"
"651" "ScA8VGg_515;HRSCAF=742" "LOC110189153" "NA"
"652" "ScA8VGg_515;HRSCAF=742" "LOC110189152" "NA"
"653" "ScA8VGg_515;HRSCAF=742" "LOC110189151" "NA"
"654" "ScA8VGg_515;HRSCAF=742" "LOC110189149" "NA"
"655" "ScA8VGg_515;HRSCAF=742" "LOC110189148" "NA"
"656" "ScA8VGg_515;HRSCAF=742" "LOC110189147" "NA"
"657" "ScA8VGg_515;HRSCAF=742" "LOC110189146" "NA"
"658" "ScA8VGg_515;HRSCAF=742" "LOC110191707" "NA"
"659" "ScA8VGg_515;HRSCAF=742" "LOC110180933" "NA"
"660" "ScA8VGg_515;HRSCAF=742" "LOC110181064" "NA"
"661" "ScA8VGg_515;HRSCAF=742" "LOC110181066" "NA"
"662" "ScA8VGg_515;HRSCAF=742" "LOC110181067" "NA"
"663" "ScA8VGg_515;HRSCAF=742" "LOC110181068" "NA"
"664" "ScA8VGg_515;HRSCAF=742" "LOC110190838" "NA"
"665" "ScA8VGg_515;HRSCAF=742" "LOC110183472" "NA"
"666" "ScA8VGg_515;HRSCAF=742" "LOC110183459" "NA"
"667" "ScA8VGg_515;HRSCAF=742" "LOC110181474" "NA"
"668" "ScA8VGg_515;HRSCAF=742" "LOC110181467" "NA"
"669" "ScA8VGg_515;HRSCAF=742" "LOC110181468" "NA"
"670" "ScA8VGg_515;HRSCAF=742" "LOC110181470" "NA"
"671" "ScA8VGg_515;HRSCAF=742" "LOC110181471" "NA"
"672" "ScA8VGg_515;HRSCAF=742" "LOC110181472" "NA"
"673" "ScA8VGg_515;HRSCAF=742" "LOC110181473" "NA"
"674" "ScA8VGg_515;HRSCAF=742" "LOC110181195" "NA"
"675" "ScA8VGg_515;HRSCAF=742" "LOC110182044" "NA"
"676" "ScA8VGg_515;HRSCAF=742" "LOC110182914" "NA"
"677" "ScA8VGg_515;HRSCAF=742" "LOC110183834" "NA"
"678" "ScA8VGg_515;HRSCAF=742" "LOC110185542" "NA"
"679" "ScA8VGg_515;HRSCAF=742" "LOC110186444" "NA"
"680" "ScA8VGg_515;HRSCAF=742" "LOC110187361" "NA"
"681" "ScA8VGg_515;HRSCAF=742" "LOC110184691" "NA"
"682" "ScA8VGg_515;HRSCAF=742" "LOC110175911" "NA"
"683" "ScA8VGg_515;HRSCAF=742" "LOC110190839" "NA"
"684" "ScA8VGg_515;HRSCAF=742" "LOC110190840" "NA"
"685" "ScA8VGg_515;HRSCAF=742" "LOC110189186" "NA"
"686" "ScA8VGg_515;HRSCAF=742" "LOC110189185" "NA"
"687" "ScA8VGg_515;HRSCAF=742" "LOC110189184" "NA"
"688" "ScA8VGg_515;HRSCAF=742" "LOC110189183" "NA"
"689" "ScA8VGg_515;HRSCAF=742" "LOC110189182" "NA"
"690" "ScA8VGg_515;HRSCAF=742" "LOC110176152" "NA"
"691" "ScA8VGg_515;HRSCAF=742" "LOC110176231" "NA"
"692" "ScA8VGg_515;HRSCAF=742" "LOC110191015" "NA"
"693" "ScA8VGg_515;HRSCAF=742" "LOC110190936" "NA"
"694" "ScA8VGg_515;HRSCAF=742" "LOC110190800" "NA"
"695" "ScA8VGg_515;HRSCAF=742" "LOC110189948" "NA"
"696" "ScA8VGg_515;HRSCAF=742" "LOC110189102" "NA"
"697" "ScA8VGg_515;HRSCAF=742" "LOC110188238" "NA"
"698" "ScA8VGg_515;HRSCAF=742" "LOC110191105" "NA"
"699" "ScA8VGg_515;HRSCAF=742" "LOC110176370" "NA"
"700" "ScA8VGg_515;HRSCAF=742" "LOC110176371" "NA"
"701" "ScA8VGg_515;HRSCAF=742" "LOC110176372" "NA"
"702" "ScA8VGg_515;HRSCAF=742" "LOC110175969" "NA"
"703" "ScA8VGg_515;HRSCAF=742" "LOC110191966" "NA"
"704" "ScA8VGg_515;HRSCAF=742" "LOC110191881" "NA"
"705" "ScA8VGg_515;HRSCAF=742" "LOC110191795" "NA"
"706" "ScA8VGg_515;HRSCAF=742" "LOC110191708" "NA"
"707" "ScA8VGg_515;HRSCAF=742" "LOC110191619" "NA"
"708" "ScA8VGg_515;HRSCAF=742" "LOC110191429" "NA"
"709" "ScA8VGg_515;HRSCAF=742" "LOC110191333" "NA"
"710" "ScA8VGg_515;HRSCAF=742" "LOC110191258" "NA"
"711" "ScA8VGg_515;HRSCAF=742" "LOC110180749" "NA"
"712" "ScA8VGg_515;HRSCAF=742" "LOC110180748" "NA"
"713" "ScA8VGg_515;HRSCAF=742" "LOC110180747" "NA"
"714" "ScA8VGg_515;HRSCAF=742" "LOC110180746" "NA"
"715" "ScA8VGg_515;HRSCAF=742" "LOC110180745" "NA"
"716" "ScA8VGg_515;HRSCAF=742" "LOC110180743" "NA"
"717" "ScA8VGg_515;HRSCAF=742" "LOC110180742" "NA"
"718" "ScA8VGg_515;HRSCAF=742" "LOC110180741" "NA"
"719" "ScA8VGg_515;HRSCAF=742" "LOC110180740" "NA"
"720" "ScA8VGg_515;HRSCAF=742" "LOC110180931" "NA"
"721" "ScA8VGg_515;HRSCAF=742" "LOC110180930" "NA"
"722" "ScA8VGg_515;HRSCAF=742" "LOC110180929" "NA"
"723" "ScA8VGg_515;HRSCAF=742" "LOC110180928" "NA"
"724" "ScA8VGg_515;HRSCAF=742" "LOC110180927" "NA"
"725" "ScA8VGg_515;HRSCAF=742" "LOC110180926" "NA"
"726" "ScA8VGg_515;HRSCAF=742" "LOC110180774" "NA"
"727" "ScA8VGg_515;HRSCAF=742" "LOC110180773" "NA"
"728" "ScA8VGg_515;HRSCAF=742" "LOC110180772" "NA"
"729" "ScA8VGg_515;HRSCAF=742" "LOC110180770" "NA"
"730" "ScA8VGg_515;HRSCAF=742" "LOC110180769" "NA"
"731" "ScA8VGg_515;HRSCAF=742" "LOC110180768" "NA"
"732" "ScA8VGg_515;HRSCAF=742" "LOC110180739" "NA"
"733" "ScA8VGg_515;HRSCAF=742" "LOC110180711" "NA"
"734" "ScA8VGg_515;HRSCAF=742" "LOC110180713" "NA"
"735" "ScA8VGg_515;HRSCAF=742" "LOC110180714" "NA"
"736" "ScA8VGg_515;HRSCAF=742" "LOC110180715" "NA"
"737" "ScA8VGg_515;HRSCAF=742" "LOC110180716" "NA"
"738" "ScA8VGg_515;HRSCAF=742" "LOC110180717" "NA"
"739" "ScA8VGg_515;HRSCAF=742" "LOC110180718" "NA"
"740" "ScA8VGg_515;HRSCAF=742" "LOC110180719" "NA"
"741" "ScA8VGg_515;HRSCAF=742" "LOC110180720" "NA"
"742" "ScA8VGg_515;HRSCAF=742" "LOC110180721" "NA"
"743" "ScA8VGg_515;HRSCAF=742" "LOC110180722" "NA"
"744" "ScA8VGg_515;HRSCAF=742" "LOC110180724" "NA"
"745" "ScA8VGg_515;HRSCAF=742" "LOC110180725" "NA"
"746" "ScA8VGg_515;HRSCAF=742" "LOC110180726" "NA"
"747" "ScA8VGg_515;HRSCAF=742" "LOC110180727" "NA"
"748" "ScA8VGg_515;HRSCAF=742" "LOC110180728" "NA"
"749" "ScA8VGg_515;HRSCAF=742" "LOC110180729" "NA"
"750" "ScA8VGg_515;HRSCAF=742" "LOC110180730" "NA"
"751" "ScA8VGg_515;HRSCAF=742" "LOC110180731" "NA"
"752" "ScA8VGg_515;HRSCAF=742" "LOC110180732" "NA"
"753" "ScA8VGg_515;HRSCAF=742" "LOC110180733" "NA"
"754" "ScA8VGg_515;HRSCAF=742" "LOC110180735" "NA"
"755" "ScA8VGg_515;HRSCAF=742" "LOC110180736" "NA"
"756" "ScA8VGg_515;HRSCAF=742" "LOC110180737" "NA"
"757" "ScA8VGg_515;HRSCAF=742" "LOC110180738" "NA"
"758" "ScA8VGg_516;HRSCAF=744" "LOC110180966" "NA"
"759" "ScA8VGg_516;HRSCAF=744" "LOC110180967" "NA"
"760" "ScA8VGg_516;HRSCAF=744" "LOC110180968" "NA"
"761" "ScA8VGg_516;HRSCAF=744" "LOC110180969" "NA"
"762" "ScA8VGg_516;HRSCAF=744" "LOC110180970" "NA"
"763" "ScA8VGg_516;HRSCAF=744" "LOC110180971" "NA"
"764" "ScA8VGg_516;HRSCAF=744" "LOC110180972" "NA"
"765" "ScA8VGg_516;HRSCAF=744" "LOC110180973" "NA"
"766" "ScA8VGg_516;HRSCAF=744" "LOC110180974" "NA"
"767" "ScA8VGg_516;HRSCAF=744" "LOC110180976" "NA"
"768" "ScA8VGg_516;HRSCAF=744" "LOC110180977" "NA"
"769" "ScA8VGg_516;HRSCAF=744" "LOC110180978" "NA"
"770" "ScA8VGg_516;HRSCAF=744" "LOC110180979" "NA"
"771" "ScA8VGg_516;HRSCAF=744" "LOC110180980" "NA"
"772" "ScA8VGg_517;HRSCAF=745" "LOC110180945" "NA"
"773" "ScA8VGg_517;HRSCAF=745" "LOC110180946" "NA"
